"","f","k","du","dv","interface"
"6022",0.039858512,0.065439017,0.022393718,6.33e-07,5.78125
"6023",0.109195855,0.022751923,7.3e-05,3.75e-06,61.02539063
"6024",0.123268077,0.098691806,0.000295687,5.45e-05,0
"6025",0.146797652,0.021728969,0.000718348,7.99e-05,0
"6026",0.078903815,0.026208962,0.00250159,9.12e-05,30.15625
"6027",0.169405172,0.044379557,9.48e-05,0.000617272,0
"6028",0.052052887,0.054125031,8.94e-05,0.000261064,0
"6029",0.188792047,0.076008404,9.19e-05,4.56e-05,0
"6030",0.002684306,0.031017162,1.64e-05,1.91e-05,0
"6031",0.025853834,0.022521529,0.005296277,4.62e-07,0
"6032",0.009001014,0.006547472,8.86e-05,0.000224694,0
"6033",0.194539817,0.044348265,0.000873584,0.001177771,0
"6034",0.152382566,0.049574099,0.000803447,5.35e-06,219.5019531
"6035",0.084904854,0.098442765,4.89e-05,4.26e-06,0
"6036",0.217448034,0.083834506,4.56e-07,0.000253566,0
"6037",0.178083746,0.016121084,0.000559015,4.43e-05,94.921875
"6038",0.077619643,0.031221907,0.000366135,7.48e-06,233.046875
"6039",0.167544387,0.004069058,8.31e-07,0.712598666,0
"6040",0.052033366,0.084205487,3.16e-05,0.001433975,0
"6041",0.214407011,0.026322444,0.00132452,0.004767958,0
"6042",0.04472208,0.003698498,0.000230544,0.000158637,0
"6043",0.159809065,0.080074953,0.009597656,0.00071988,0
"6044",0.196362457,0.096001637,1.01e-05,0.000614811,0
"6045",0.114132086,0.068325457,0.002900705,0.00012292,52.109375
"6046",0.111424614,0.026891124,3.63e-06,0.000398234,0
"6047",0.18686276,0.022917098,0.002124685,0.00084738,0
"6048",0.076150842,0.013221866,0.000129058,1.03e-06,386.8359375
"6049",0.120187455,0.023217882,1.59e-05,4.12e-05,0
"6050",0.073035708,0.047906025,5.12e-05,9.74e-06,0
"6051",0.039221692,0.039390716,0.002405452,2.89e-05,0
"6052",0.065985784,0.080844826,2.83e-06,1e-06,0
"6053",0.155514715,0.093935683,7.69e-05,4.72e-06,206.9042969
"6054",0.106747768,0.044037294,0.000394208,1.33e-05,197.1679688
"6055",0.248835336,0.015579864,2.42e-05,5.38e-07,15.625
"6056",0.033895985,0.0206375,0.002778126,6.74e-05,0
"6057",0.163766403,0.062896342,0.000304343,0.002452475,0
"6058",0.240061215,0.001871931,0.000584672,0.000199638,0
"6059",0.023926655,0.05469815,0.000129215,9.71e-07,222.0117188
"6060",0.039728842,0.003534908,6.34e-05,0.011029247,0
"6061",0.007751639,0.00412417,0.111267042,1.7e-05,0.625
"6062",0.043050958,0.036865055,0.000140434,2.09e-07,86.0546875
"6063",0.11241385,0.025658017,0.052023625,0.000227958,21.328125
"6064",0.17322364,0.008161069,3.25e-05,0.000288825,0
"6065",0.165181195,0.018057906,1.78e-07,9.22e-06,0
"6066",0.048689287,0.054043291,0.000122662,0.00013,0
"6067",0.107773359,0.070716804,1.97e-06,1.26e-06,0
"6068",0.059799845,0.053859376,0.000200908,6.93e-05,0
"6069",0.032065272,0.039395836,1.26e-07,0.00039944,0
"6070",0.140354467,0.046970883,9.91e-05,0.073150743,0
"6071",0.199694899,0.072808063,8.12e-05,2.15e-06,234.5898438
"6072",0.043547905,0.056497452,3.82e-06,0.013366645,0
"6073",0.233005674,0.035054554,1.07e-06,0.000100074,0
"6074",0.195987684,0.081186378,0.019888176,0.004156737,0
"6075",0.109701949,0.082132595,1.24e-07,0.000160502,0
"6076",0.179045534,0.080085062,6.16e-05,0.000221817,0
"6077",0.207347403,0.073576197,0.00091757,0.005775892,0
"6078",0.068256017,0.081059851,1.27e-05,1.94e-05,0
"6079",0.141099731,0.010793649,2.5e-05,9.89e-06,0
"6080",0.05603146,0.02768903,1.13e-06,0.006552532,0
"6081",0.076231833,0.093163063,0.000188469,0.000270336,0
"6082",0.231787809,0.077737357,0.003080509,8.83e-07,2.4609375
"6083",0.098434788,0.080806459,0.000713024,0.000165874,0
"6084",0.020846561,0.078757888,0.000494547,0.000696582,0
"6085",0.137131768,0.030419138,2.16e-06,0.001814885,0
"6086",0.247938487,0.05438393,4.74e-06,0.000299647,0
"6087",0.14306552,0.053622369,1.6e-08,2.19e-05,0
"6088",0.145108206,0.047174019,0.000103543,0.000418755,0
"6089",0.138692076,0.044866899,4.05e-05,0.001890632,0
"6090",0.179008729,0.0793343,1.1e-07,0.004637179,0
"6091",0.051834283,0.078667842,1.93e-05,2.96e-07,9.21875
"6092",0.078292757,0.011686359,0.000368136,2.13e-06,321.8164063
"6093",0.045830885,0.057680044,0.000230826,5.86e-05,50.91796875
"6094",0.083338368,0.00107661,2.59e-05,9.12e-05,0
"6095",0.088748799,0.080126759,2.13e-05,9.21e-07,12.34375
"6096",0.051330121,0.076381025,0.01131704,0.001298949,0
"6097",0.057267663,0.09993227,1.58e-05,1.07e-07,2.65625
"6098",0.169666197,0.069431596,2.44e-05,0.026578649,0
"6099",0.06338696,0.097940835,0.000227703,2.89e-06,42.5
"6100",0.088373713,0.002702246,0.001261976,9.66e-06,3.3203125
"6101",0.164176706,0.077558209,4.58e-05,5.13e-06,0
"6102",0.10510604,0.053083572,5.53e-05,3.27e-05,0
"6103",0.185365634,0.069410089,3.71e-07,0.000485112,0
"6104",0.078267665,0.092372547,0.001974209,0.000167629,0
"6105",0.184338549,0.01330436,5.17e-05,9.36e-07,392.8125
"6106",0.070019787,0.062760313,7e-06,3.73e-06,1.484375
"6107",0.211980014,0.027398865,0.000142932,5.98e-06,373.4082031
"6108",0.181132928,0.014747791,9.34e-09,0.000448429,0
"6109",0.0352443,0.063643227,3.21e-06,4.93e-05,0
"6110",0.100919241,0.002299192,7.36e-07,1.11e-06,0
"6111",0.170465633,0.049127166,6.77e-05,0.000744429,0
"6112",0.054767658,0.068320909,0.001217045,0.009855608,0
"6113",0.19444102,0.079197701,1.47e-05,6.13e-08,3.4375
"6114",0.218710096,0.012119283,1.36e-07,0.000716872,0
"6115",0.090349012,0.020655146,5.6e-06,4.81e-07,0
"6116",0.120150914,0.020737069,1.66e-06,9.39e-05,0
"6117",0.188099808,0.053344202,0.00160251,2.64e-06,4.453125
"6118",0.143105487,0.010163014,9.33e-05,0.003086291,0
"6119",0.227604299,0.096736395,0.011423139,0.000142042,0
"6120",0.209334831,0.055901729,6.62e-05,7.08e-06,200.0097656
"6121",0.156459183,0.02939543,3.69e-06,6.63e-08,14.8046875
"6122",0.159407132,0.066081172,0.00221663,5.01e-08,3.5546875
"6123",0.203163744,0.083140957,0.000986765,6.97e-05,0
"6124",0.029577909,0.015379832,5.93e-05,0.000509161,0
"6125",0.097238369,0.032853282,0.000165331,0.001060311,0
"6126",0.088870379,0.02140297,9.39e-05,5.74e-07,371.6796875
"6127",0.168841432,0.001547595,4.11e-05,0.000169454,0
"6128",0.047306658,0.043593146,6.88e-07,7.38e-05,0
"6129",0.071217659,0.070329327,5.28e-05,0.000180264,0
"6130",0.249652116,0.043764817,0.00235322,5.42e-06,29.3359375
"6131",0.237607234,0.064580065,1.51e-05,0.000209661,0
"6132",0.120970315,0.046471475,0.000116618,0.212844934,0
"6133",0.063986169,0.004762175,7.09e-06,0.041547769,0
"6134",0.172750866,0.022774031,1.89e-06,8.11e-07,2.65625
"6135",0.211591104,0.040212968,2.3e-05,6.3e-05,0
"6136",0.064313508,0.002869577,7.43e-05,0.00325998,0
"6137",0.009667631,0.020930752,7.03e-07,0.001690172,0
"6138",0.010022793,0.031762261,0.001984641,0.000419591,0
"6139",0.167030401,0.009989496,5.53e-06,0.008021625,0
"6140",0.227920777,0.087903884,6.84e-06,0.000421747,0
"6141",0.040870795,0.039596512,2.95e-05,0.001098691,0
"6142",0.069045337,0.085905295,5.51e-05,9.25e-08,10.46875
"6143",0.109573944,0.095394964,0.000116086,0.001169899,0
"6144",0.232619316,0.019422284,4.18e-05,2.97e-05,0
"6145",0.041301672,0.027909155,4.12e-05,0.00076957,0
"6146",0.01728236,0.072298155,0.000245675,0.036724161,0
"6147",0.239150205,0.05033316,0.000102597,0.000187301,0
"6148",0.243936829,0.049593449,8.38e-05,0.002388081,0
"6149",0.034802713,0.006463655,0.131153542,3.14e-05,2.2265625
"6150",0.002196922,0.045254106,5.76e-05,0.000211579,0
"6151",0.086554005,0.094678835,0.078404865,2.97e-05,1.4453125
"6152",0.088587086,0.042859976,3.14e-07,1.95e-06,0
"6153",0.147212039,0.059055931,2.01e-05,0.014117856,0
"6154",0.121748906,0.058003712,7.57e-06,0.000178626,0
"6155",0.135349813,0.026410003,9.65e-05,0.000136769,0
"6156",0.006831884,0.055882673,1.14e-05,1.83e-06,0
"6157",0.049320228,0.092688483,0.121151005,2.49e-05,0.6640625
"6158",0.067620808,0.059022569,0.000817736,0.002981201,0
"6159",0.02092202,0.042370652,6.85e-06,0.001121764,0
"6160",0.171558335,0.058562006,7.35e-08,4.68e-05,0
"6161",0.17888297,0.06969135,0.000570289,3.98e-05,100.078125
"6162",0.211659969,0.040749093,0.001334837,0.00204218,0
"6163",0.152143446,0.052114026,0.000226608,8.88e-06,242.9199219
"6164",0.09561306,0.089340805,0.000175255,1.11e-06,230.3125
"6165",0.114630715,0.00994207,6.96e-06,0.000481692,0
"6166",0.195503469,0.039507504,1.49e-05,3.96e-05,0
"6167",0.236305443,0.041563049,0.005092677,0.009210154,0
"6168",0.05447173,0.057747394,0.00596354,0.000584402,0
"6169",0.173065847,0.056228147,1.38e-05,0.00019099,0
"6170",0.123189027,0.088391042,7.65e-05,0.100860329,0
"6171",0.239858179,0.024736201,1.58e-05,2.15e-05,0
"6172",0.176000557,0.029731402,0.000838308,1.53e-06,49.1015625
"6173",0.20927723,0.076056344,0.000853251,0.000125792,0
"6174",0.213640063,0.081757713,2.54e-05,0.000107416,0
"6175",0.045824008,0.046102343,0.000411147,9.29e-07,228.0566406
"6176",0.219879302,0.06950956,0.000290321,0.009911707,0
"6177",0.09422765,0.006239911,0.004256409,2.82e-05,1.2109375
"6178",0.100755497,0.066933797,0.018414948,6.18e-05,6.25
"6179",0.045799941,0.025356301,1.12e-06,0.000462831,0
"6180",0.013154144,0.074893885,0.000109999,9.76e-06,72.70507813
"6181",0.004778177,0.039961145,0.000354737,0.000862093,0
"6182",0.145422681,0.025999897,0.009342451,0.000421187,0
"6183",0.1417312,0.029666644,0.002840903,0.000454534,0
"6184",0.089478052,0.055017341,3.31e-05,6.04e-05,0
"6185",0.031480562,0.050011407,1.81e-05,5.64e-07,331.9628906
"6186",0.170187966,0.039255557,0.002369267,0.000502781,0
"6187",0.211193613,0.03806488,0.000107935,0.00032501,0
"6188",0.082614809,0.003547654,0.006273292,6.9e-06,18.49609375
"6189",0.039291546,0.0310995,0.006583451,0.000167761,0
"6190",0.093415566,0.013148029,3.33e-06,0.000490169,0
"6191",0.183410079,0.049830233,1.86e-05,5.37e-05,0
"6192",0.248771137,0.082842152,0.000101884,1e-05,0
"6193",0.034723854,0.071024404,0.000287339,0.028921197,0
"6194",0.242205698,0.052723483,0.000135847,2.35e-08,5.625
"6195",0.084667147,0.053576412,0.000185446,1.24e-05,201.5722656
"6196",0.206873709,0.089279365,2.16e-06,5.12e-05,0
"6197",0.080896974,0.09892042,9.98e-07,0.008998632,0
"6198",0.195543674,0.099735815,0.000439905,3.21e-07,3.125
"6199",0.098050659,0.019841059,7.32e-06,0.016193138,0
"6200",0.19315639,0.08204798,1.99e-06,0.000880222,0
"6201",0.022412638,0.016903927,0.029363502,0.000776848,0
"6202",0.220689577,0.091254106,5.25e-05,3.08e-06,0.9375
"6203",0.091569428,0.020918807,0.000696429,9.49e-06,193.8574219
"6204",0.068469294,0.098973903,4.55e-06,5.74e-07,2.65625
"6205",0.210219125,0.039702979,1.08e-06,3.03e-08,0
"6206",0.087854753,0.054161249,0.013840065,2.28e-06,4.7265625
"6207",0.208975802,0.042047932,0.000202213,0.000470642,0
"6208",0.133815585,0.092157503,0.00035185,0.000167795,0
"6209",0.248512811,0.088155608,6.95e-07,4.37e-06,0
"6210",0.125895734,0.020579939,0.001521877,2.56e-07,24.0625
"6211",0.146192477,0.083386754,8.28e-07,4.05e-05,0
"6212",0.071901964,0.010807739,0.001142726,0.034876118,0
"6213",0.137633307,0.002354381,0.005193946,0.001783347,0
"6214",0.078153928,0.089045564,6.64e-05,0.000111112,0
"6215",0.049470717,0.073672684,1.3e-05,0.00042692,0
"6216",0.187216669,0.022583304,0.001805986,0.000214484,42.60742188
"6217",0.095944714,0.090276563,0.001116612,3.24e-07,14.296875
"6218",0.005899862,0.018574044,7.63e-06,2.51e-05,0
"6219",0.041180464,0.032519751,6.7e-06,5.19e-06,0
"6220",0.214398955,0.041674345,1.79e-05,5.11e-05,0
"6221",0.037574558,0.059559486,2.72e-06,4.68e-06,0
"6222",0.01349133,0.021667521,1.19e-06,0.000149285,0
"6223",0.174801068,0.080321521,4.7e-05,5.77e-05,0
"6224",0.013986976,0.073822076,0.002942673,0.001117412,0
"6225",0.230639068,0.011709579,9.52e-05,5.49e-05,0
"6226",0.164586518,0.040782749,0.000247148,2.63e-05,138.4765625
"6227",0.089983875,0.055213225,1.15e-05,1.62e-05,0
"6228",0.145748468,0.019652274,1.39e-05,2.28e-05,0
"6229",0.228922885,0.014790404,7.88e-05,1.01e-07,6.875
"6230",0.079885182,0.097284792,9.71e-07,0.0098761,0
"6231",0.214447357,0.072862886,5e-05,0.000213457,0
"6232",0.136384259,0.072851536,0.000243432,7.39e-05,0
"6233",0.14652807,0.039827753,1.71e-06,0.000341296,0
"6234",0.071883394,0.012955492,0.011153597,2.68e-05,1.640625
"6235",0.138655547,0.075817442,4.55e-05,3.01e-05,0
"6236",0.19102907,0.095181687,1.09e-06,6.61e-07,0
"6237",0.089807439,0.047897248,0.388241424,0.00067595,0.5078125
"6238",0.084677495,0.072794986,1.45e-07,0.000191326,0
"6239",0.037989244,0.048590125,0.000366094,0.000154829,0
"6240",0.110278219,0.071522835,0.000243194,3.84e-05,0
"6241",0.193724729,0.041375536,5.77e-05,1.9e-06,338.6132813
"6242",0.074180748,0.038602393,0.000114063,0.000962251,0
"6243",0.155591506,0.060304934,1.82e-06,9.41e-06,0
"6244",0.112134942,0.014144561,3.22e-05,0.134282659,0
"6245",0.134849495,0.070224699,0.000554212,1.43e-05,160.6542969
"6246",0.115000884,0.056042704,2.21e-05,1.51e-05,0
"6247",0.079929214,0.015909926,1.2e-05,0.034904244,0
"6248",0.227635977,0.015388924,0.00056502,8.59e-07,118.0664063
"6249",0.06004523,0.002395674,3.91e-05,8.53e-07,0
"6250",0.09915634,0.008468643,1.18e-05,1.36e-05,0
"6251",0.141262365,0.078050704,0.001115126,3.28e-07,4.1015625
"6252",0.197954657,0.025935469,6.09e-06,0.002381859,0
"6253",0.204114371,0.089370397,0.00010081,0.000737009,0
"6254",0.239856645,0.009121191,6.87e-05,3.31e-05,0
"6255",0.115214187,0.032113215,0.000305188,8.65e-08,196.015625
"6256",0.221361048,0.060184666,5.79e-05,0.000143032,0
"6257",0.233673639,0.001285381,0.000195811,0.000205696,0
"6258",0.096489638,0.099794646,6.54e-06,1.88e-05,0
"6259",0.245482169,0.090550735,0.000204027,0.000896597,0
"6260",0.020682511,0.077532941,0.000139664,0.000506626,0
"6261",0.163738897,0.049578529,0.001496311,0.000377577,0
"6262",0.082031638,0.063645886,6.17e-07,0.006734245,0
"6263",0.128372042,0.019577987,7.28e-06,0.015825524,0
"6264",0.015485073,0.064617096,6.34e-05,2.84e-06,0
"6265",0.213678873,0.099104497,3.96e-05,0.000407448,0
"6266",0.002182336,0.007807465,2.26e-05,0.00101253,0
"6267",0.159251627,0.020266058,3.92e-05,0.000724126,0
"6268",0.103779383,0.056471267,4.09e-08,0.000208664,0
"6269",0.243208506,0.064527869,4.46e-08,0.000570441,0
"6270",0.038918113,0.036949294,2.05e-05,0.002162143,0
"6271",0.061952847,0.04889222,1.41e-05,8.69e-06,0
"6272",0.21192356,0.094850512,0.00127194,0.000104398,0
"6273",0.035466704,0.001798361,0.001157079,7.4e-06,0
"6274",0.184381224,0.093789271,2.9e-06,6.9e-06,0
"6275",0.112376978,0.021524689,1.74e-05,7.85e-06,0
"6276",0.024325013,0.04238635,0.000516556,2.19e-05,0
"6277",0.225645948,0.084927623,1.59e-05,0.000119533,0
"6278",0.220728579,0.035116524,9.35e-06,0.008844186,0
"6279",0.007889754,0.045936893,6.75e-06,0.002183794,0
"6280",0.110635082,0.03873546,3.4e-07,0.000514356,0
"6281",0.069412138,0.030217706,1.52e-06,0.000372012,0
"6282",0.19009708,0.039568914,8.42e-05,0.009482773,0
"6283",0.127788155,0.089235512,1.09e-05,5.21e-05,0
"6284",0.03960589,0.007735508,0.000512529,8.7e-05,0
"6285",0.006359992,0.069794254,1.27e-06,7.47e-06,0
"6286",0.027737093,0.038928734,2.99e-08,0.002119822,0
"6287",0.176468954,0.034620869,0.000506297,5.34e-07,17.5390625
"6288",0.177057476,0.047941114,4.69e-06,7.95e-07,7.03125
"6289",0.196214659,0.071105992,4.28e-05,9.61e-06,0
"6290",0.111203374,0.057624819,0.000785164,0.055953182,0
"6291",0.03798432,0.065818986,0.00031978,0.005389008,0
"6292",0.023866957,0.077543458,3.39e-06,2.52e-05,0
"6293",0.073673488,0.069123548,0.001051045,2.21e-05,106.5625
"6294",0.179886928,0.012497526,4.45e-05,5.36e-06,0
"6295",0.106971041,0.08656281,0.046321769,7.43e-05,5.3125
"6296",0.184258005,0.087044143,0.000484303,0.000775578,0
"6297",0.156275778,0.038919051,0.00263405,3.99e-06,6.3671875
"6298",0.152370833,0.001360558,0.000126969,0.003233383,0
"6299",0.077490809,0.015017331,0.002725032,0.000877451,0
"6300",0.209278483,0.044021317,0.000176099,0.000689167,0
"6301",0.092245495,0.032082602,0.000147366,9.34e-06,2.265625
"6302",0.211980654,0.042352478,0.000495838,0.000348617,0
"6303",0.215555271,0.014468362,4.12e-06,0.007960673,0
"6304",0.117062889,0.016014543,8.34e-05,0.000172118,0
"6305",0.240820176,0.056918597,5.89e-05,0.000765598,0
"6306",0.229380044,0.084697972,2.09e-06,0.000460955,0
"6307",0.155786106,0.076836853,0.000838066,0.000130884,0
"6308",0.180626905,0.021204405,4.42e-05,1.22e-07,6.328125
"6309",0.24277098,0.026871482,2.14e-05,1.74e-05,0
"6310",0.180127145,0.051284207,5.83e-05,0.002114304,0
"6311",0.228976787,0.027382288,2.77e-05,0.000761834,0
"6312",0.013583646,0.035998813,3.79e-05,0.000161283,0
"6313",0.238910047,0.052397752,4.58e-05,2.28e-05,0
"6314",0.023183135,0.045035474,2.31e-07,1.69e-07,1.09375
"6315",0.079145204,0.007283283,2.14e-05,5.59e-08,1039.199219
"6316",0.172540582,0.051209548,0.000456198,1.84e-05,170.859375
"6317",0.145415868,0.031877076,0.000650013,0.058900443,0
"6318",0.221593109,0.084211625,0.00267085,0.005872313,0
"6319",0.166898001,0.097506527,3.28e-05,1.41e-07,3.59375
"6320",0.143899985,0.06640905,0.000136503,0.00011081,0
"6321",0.027439396,0.0304968,0.000802131,0.006058069,0
"6322",0.048694526,0.022170149,0.000313021,0.011546258,0
"6323",0.146215628,0.055074202,0.002015923,2.78e-06,43.6328125
"6324",0.055095827,0.045265173,1.52e-06,3.18e-05,0
"6325",0.010324333,0.024145768,8.9e-05,1.58e-05,0
"6326",0.167635396,0.033255236,8.57e-05,3.63e-05,0
"6327",0.083157786,0.005226116,2.73e-06,1.8e-08,0.8203125
"6328",0.143658686,0.018038883,2.22e-06,0.000149069,0
"6329",0.071219863,0.013682044,1.35e-05,0.000232631,0
"6330",0.100082416,0.008520611,0.000204539,1.5e-05,0
"6331",0.006027172,0.080484338,2.81e-05,1.63e-05,0
"6332",0.054148061,0.054043665,5.59e-05,6.27e-05,0
"6333",0.060707933,0.067472955,1.04e-05,3.54e-06,226.1230469
"6334",0.216579551,0.094753932,2.54e-05,0.000111768,0
"6335",0.192427479,0.009714962,3.4e-06,0.0029333,0
"6336",0.221103161,0.057681828,0.01484362,7.23e-06,5.91796875
"6337",0.165073807,0.006937626,5.02e-05,3.39e-06,0
"6338",0.010345298,0.057428871,0.000352514,7.04e-06,0
"6339",0.100830043,0.031653243,3.59e-05,0.000197268,0
"6340",0.247584701,0.037529836,0.000407773,5.56e-07,11.09375
"6341",0.241361188,0.048615172,5.68e-06,2.94e-06,0
"6342",0.205034355,0.008686499,0.001320042,0.027263155,0
"6343",0.064391323,0.084531619,9.48e-06,0.006023689,0
"6344",0.248779474,0.045319582,0.033928296,6.08e-05,4.4921875
"6345",0.165514873,0.008462761,0.000198416,0.002668952,0
"6346",0.232085408,0.020621342,4.34e-06,5.97e-06,0
"6347",0.10722078,0.070792217,1.96e-05,8.22e-06,0
"6348",0.107578799,0.05565486,7.06e-05,9.61e-06,194.6679688
"6349",0.158010639,0.069828166,0.003114745,0.003856329,0
"6350",0.064871399,0.099852277,0.000373694,2.42e-05,0
"6351",0.152829725,0.023447,0.000194253,0.001579119,0
"6352",0.166927148,0.079586733,0.000243592,1.02e-05,197.9492188
"6353",0.206636568,0.022820927,1.54e-07,7.08e-05,0
"6354",0.16617033,0.043569839,5.94e-05,1.5e-06,349.53125
"6355",0.138152362,0.095867682,7.47e-05,9.37e-05,0
"6356",0.10282807,0.083117021,2.79e-06,6.66e-05,0
"6357",0.086741162,0.088601352,0.000131934,2.23e-06,409.3945313
"6358",0.130131767,0.026910019,0.000110489,0.013889757,0
"6359",0.098233201,0.070552419,0.00033041,7.84e-05,53.359375
"6360",0.014893949,0.001498373,1.97e-05,0.000376491,0
"6361",0.06093288,0.095432713,0.016859733,6.35e-06,2.9296875
"6362",0.221330729,0.003588071,0.00106725,0.000746532,0
"6363",0.232971925,0.05070948,6.27e-07,2.47e-06,0
"6364",0.128176196,0.073577497,2.38e-07,6.27e-05,0
"6365",0.012550838,0.074861925,0.00011295,0.019085131,0
"6366",0.202615754,0.083779062,9.62e-05,0.000442585,0
"6367",0.243809793,0.081460209,0.000223894,0.000113982,0
"6368",0.086171007,0.085939654,5.16e-07,0.006444148,0
"6369",0.014516932,0.00518399,0.000175584,0.000381971,0
"6370",0.147752642,0.044864374,2.24e-07,7.17e-06,0
"6371",0.067597811,0.002382683,0.000467733,3.63e-05,0
"6372",0.184102247,0.088163079,8.77e-06,0.000142665,0
"6373",0.115393475,0.091026116,2.06e-07,1.99e-06,0
"6374",0.240344837,0.092129224,0.000178237,0.00092573,0
"6375",0.245764682,0.0633454,0.007005929,0.000230265,0
"6376",0.14199896,0.061375082,8.61e-08,6.95e-05,0
"6377",0.075726734,0.082052233,0.00099931,1.79e-05,108.2617188
"6378",0.126485974,0.089517041,4.66e-06,0.001756207,0
"6379",0.167788052,0.065516231,1.34e-07,8.85e-06,0
"6380",0.033015215,0.03291432,0.025160108,0.037536186,0
"6381",0.080177258,0.021467612,7.73e-05,0.001732064,0
"6382",0.072935203,0.0723818,0.001404901,0.001778706,0
"6383",0.088577957,0.066073635,3.38e-06,0.000134335,0
"6384",0.080222012,0.024027526,1e-05,1.04e-06,0
"6385",0.049575594,0.068852741,4.03e-08,8.71e-06,0
"6386",0.121467268,0.009934446,9.26e-05,0.000286786,0
"6387",0.218378326,0.078501823,6.6e-06,4.49e-05,0
"6388",0.135460365,0.081770219,4.19e-06,4.17e-05,0
"6389",0.248046678,0.049103633,0.001283483,2.17e-05,130.5566406
"6390",0.217958675,0.037617487,1.92e-05,0.139203394,0
"6391",0.002411201,0.002244695,3.65e-05,0.003003148,0
"6392",0.021847578,0.092921982,0.00012119,5.91e-06,0
"6393",0.241822842,0.035212564,3.27e-07,0.001422038,0
"6394",0.168431676,0.042922695,3.46e-05,0.001430231,0
"6395",0.132505882,0.038514351,0.000246969,2.56e-05,111.0546875
"6396",0.143290463,0.004867303,1.45e-05,0.000426979,0
"6397",0.237973058,0.053925286,0.00085006,0.000189628,0
"6398",0.143131491,0.00832492,0.002129079,0.000123266,0.68359375
"6399",0.053629773,0.064387625,0.000145772,6.96e-05,0
"6400",0.147741436,0.009295918,0.001208203,5.51e-06,249.5214844
"6401",0.221198589,0.028167146,0.001963553,8.52e-07,8.359375
"6402",0.025673189,0.047169567,0.285726084,2.53e-05,6.71875
"6403",0.00317182,0.094612114,0.000497651,1.47e-05,13.49609375
"6404",0.099418824,0.002162646,7.45e-06,0.028518445,0
"6405",0.175626702,0.036548001,2.03e-05,0.000230264,0
"6406",0.127094119,0.021501173,0.00533702,0.000680843,0
"6407",0.120266702,0.016992369,0.000118621,3.11e-05,0
"6408",0.053682692,0.07162039,0.000848856,0.083335197,0
"6409",0.08641232,0.075543115,3.65e-07,0.000177251,0
"6410",0.064792644,0.08795269,0.000234178,3.27e-05,0
"6411",0.139341004,0.09013747,0.000184586,0.000722059,0
"6412",0.095541208,0.075941992,8.95e-07,0.008552952,0
"6413",0.248824068,0.020768603,1.45e-06,3.6e-06,0
"6414",0.178691706,0.015729926,1.05e-05,0.001051556,0
"6415",0.072127603,0.064362308,3.84e-06,3.55e-05,0
"6416",0.023934733,0.089445629,6.96e-06,1.76e-05,0
"6417",0.13289797,0.029092931,0.000703134,5.27e-05,0
"6418",0.027404294,0.042372083,6.87e-07,8.9e-05,0
"6419",0.087879788,0.01962287,6.32e-05,2.76e-07,481.015625
"6420",0.094859755,0.098991855,0.002418263,2.81e-08,4.1015625
"6421",0.035189371,0.051852635,1.95e-06,8.3e-06,0
"6422",0.007341293,0.050562505,4.58e-05,0.010038622,0
"6423",0.228787995,0.052167151,0.000113197,5.82e-05,0
"6424",0.153679824,0.078166739,5.29e-05,1.63e-05,0
"6425",0.211137573,0.027107108,1.1e-05,2.54e-07,9.765625
"6426",0.062422518,0.085364766,0.000139221,1.18e-06,189.1308594
"6427",0.170860908,0.019025748,0.000188099,4.72e-06,392.0019531
"6428",0.026193336,0.009694454,4.36e-06,0.000768934,0
"6429",0.205610225,0.028860636,1.85e-05,0.002706642,0
"6430",0.198004785,0.066223185,6.87e-08,1.63e-05,0
"6431",0.057637501,0.062943231,0.000147077,0.001468652,0
"6432",0.083256453,0.079230204,0.000202895,0.000428829,0
"6433",0.166769167,0.044933545,8.56e-07,0.000153295,0
"6434",0.233056209,0.082635221,5.57e-05,7.08e-05,0
"6435",0.0064682,0.054716215,0.002295449,7.24e-05,0
"6436",0.078960057,0.090151477,0.000139759,0.000309027,0
"6437",0.225529975,0.071476205,0.010571561,0.000219232,0
"6438",0.001675636,0.027372767,2.25e-06,0.000113391,0
"6439",0.150625834,0.059919369,7.87e-06,0.004258464,0
"6440",0.094167906,0.070654138,3.12e-05,0.000405514,0
"6441",0.120413215,0.009141121,0.001608478,9.42e-06,112.6953125
"6442",0.185476188,0.083496435,2.87e-06,1.95e-05,0
"6443",0.228377487,0.018357534,0.002358983,0.001352837,0
"6444",0.198096804,0.006805271,1.34e-05,6.69e-05,0
"6445",0.226214462,0.081260794,1.65e-05,2.99e-06,0
"6446",0.150181872,0.054611436,2.97e-05,0.00030198,0
"6447",0.045429033,0.096586081,4.51e-06,0.000510312,0
"6448",0.172678485,0.073992338,0.00120318,0.000857793,0
"6449",0.159193485,0.08818445,5.68e-05,7.62e-06,0
"6450",0.073895,0.015582487,0.000322451,0.005137813,0
"6451",0.001483032,0.030432631,0.00014494,7.79e-06,0
"6452",0.181421539,0.045896701,0.00023117,2.68e-05,137.5683594
"6453",0.050042484,0.076764286,0.000168554,0.001017835,0
"6454",0.024848435,0.096266245,0.003386172,2.42e-05,0
"6455",0.110528313,0.022718883,0.000253705,7.22e-05,0
"6456",0.087063995,0.082365544,1.08e-05,7.81e-06,0
"6457",0.093452903,0.077000655,1.3e-07,0.005630019,0
"6458",0.147850502,0.034081165,0.000366964,5.8e-07,40.3125
"6459",0.018177443,0.034864575,0.000131172,0.022666603,0
